ticket_id,opened_at,cloud,category,priority,summary,status,assignment_group,resolution_hours,sla_met,root_cause,resolution
CLD-00139,2026-02-23T07:00:00,Azure,Backup,P3,Azure backup operational issue,Resolved,Cloud Operations,33.64,No,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00140,2026-01-16T04:00:00,Azure,Backup,P3,Azure backup operational issue,Resolved,Cloud Operations,15.3,Yes,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00141,2026-01-31T23:00:00,Azure,Network,P4,Azure network operational issue,Resolved,Cloud Operations,21.28,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00142,2026-06-27T13:00:00,Azure,Database,P4,Azure database operational issue,Resolved,Cloud Operations,25.58,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00143,2026-03-13T12:00:00,AWS,Identity,P3,AWS identity operational issue,Resolved,Cloud Operations,5.66,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00144,2026-02-06T09:00:00,Azure,Security,P4,Azure security operational issue,Resolved,Cloud Operations,19.61,Yes,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00145,2026-02-28T13:00:00,Azure,Terraform,P3,Azure terraform operational issue,Resolved,Cloud Operations,24.77,No,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00146,2026-05-18T07:00:00,Azure,Database,P3,Azure database operational issue,Resolved,Cloud Operations,9.17,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00147,2026-03-21T03:00:00,Azure,Backup,P3,Azure backup operational issue,Resolved,Cloud Operations,10.21,Yes,Backup configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00148,2026-05-29T09:00:00,AWS,Storage,P3,AWS storage operational issue,Resolved,Cloud Operations,19.46,Yes,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00149,2026-03-28T08:00:00,AWS,Storage,P3,AWS storage operational issue,Resolved,Cloud Operations,19.99,Yes,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00150,2026-01-31T08:00:00,AWS,Storage,P3,AWS storage operational issue,Resolved,Cloud Operations,21.79,Yes,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00151,2026-02-20T17:00:00,Azure,Monitoring,P3,Azure monitoring operational issue,Resolved,Cloud Operations,17.57,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00152,2026-04-27T01:00:00,AWS,Terraform,P3,AWS terraform operational issue,Resolved,Cloud Operations,21.53,Yes,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00153,2026-06-13T04:00:00,AWS,Security,P2,AWS security operational issue,Resolved,Cloud Operations,8.45,No,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00154,2026-02-27T03:00:00,AWS,Monitoring,P4,AWS monitoring operational issue,Resolved,Cloud Operations,30.57,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00155,2026-01-31T18:00:00,AWS,Identity,P2,AWS identity operational issue,Resolved,Cloud Operations,4.72,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00156,2026-06-13T12:00:00,Azure,Storage,P3,Azure storage operational issue,Resolved,Cloud Operations,34.79,No,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00157,2026-06-22T13:00:00,Azure,Database,P3,Azure database operational issue,Resolved,Cloud Operations,11.52,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00158,2026-06-25T14:00:00,Azure,Identity,P4,Azure identity operational issue,Resolved,Cloud Operations,7.32,Yes,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00159,2026-06-01T13:00:00,AWS,Cost,P3,AWS cost operational issue,Resolved,Cloud Operations,14.71,Yes,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00160,2026-04-06T11:00:00,Azure,Compute,P2,Azure compute operational issue,Resolved,Cloud Operations,8.69,No,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00161,2026-06-23T23:00:00,Azure,Security,P2,Azure security operational issue,Resolved,Cloud Operations,10.96,No,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00162,2026-02-27T02:00:00,AWS,Monitoring,P2,AWS monitoring operational issue,Resolved,Cloud Operations,11.15,No,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00163,2026-05-08T09:00:00,Azure,Terraform,P3,Azure terraform operational issue,Resolved,Cloud Operations,39.83,No,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00164,2026-01-18T03:00:00,AWS,Compute,P3,AWS compute operational issue,Resolved,Cloud Operations,15.06,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00165,2026-05-18T06:00:00,AWS,Monitoring,P4,AWS monitoring operational issue,Resolved,Cloud Operations,32.3,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00166,2026-04-10T15:00:00,AWS,Network,P3,AWS network operational issue,Resolved,Cloud Operations,31.84,No,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00167,2026-03-23T03:00:00,AWS,Cost,P1,AWS cost operational issue,Resolved,Cloud Operations,1.46,Yes,Cost configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00168,2026-02-23T05:00:00,AWS,Monitoring,P4,AWS monitoring operational issue,Resolved,Cloud Operations,22.62,Yes,Monitoring configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00169,2026-01-03T23:00:00,AWS,Database,P4,AWS database operational issue,Resolved,Cloud Operations,35.2,Yes,Database configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00170,2026-01-02T10:00:00,AWS,Compute,P4,AWS compute operational issue,Resolved,Cloud Operations,20.13,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00171,2026-05-03T14:00:00,AWS,Identity,P3,AWS identity operational issue,Resolved,Cloud Operations,31.74,No,Identity configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00172,2026-06-07T18:00:00,Azure,Compute,P3,Azure compute operational issue,Resolved,Cloud Operations,10.84,Yes,Compute configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00173,2026-01-08T07:00:00,AWS,Terraform,P2,AWS terraform operational issue,Resolved,Cloud Operations,9.39,No,Terraform configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00174,2026-03-25T00:00:00,Azure,Storage,P4,Azure storage operational issue,Resolved,Cloud Operations,24.64,Yes,Storage configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00175,2026-04-17T10:00:00,AWS,Security,P3,AWS security operational issue,Resolved,Cloud Operations,27.36,No,Security configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
CLD-00176,2026-06-01T02:00:00,AWS,Network,P4,AWS network operational issue,Resolved,Cloud Operations,36.05,Yes,Network configuration drift or transient service condition,"Validated configuration, applied corrective action, and confirmed service health"
